,SurahNumber,SurahName,Disjoined letters,Nbr of Ayat,Nbr of Letters,Nbr of words,Aya number,Arabic Text,Transliterated Text
98,2,Al-Baqara, ,286,51,11,92,ولقد جاءكم موسى بالبينات ثم اتخذتم العجل من بعده وأنتم ظالمون,wl9d jaakm mwsu balbynat 0m at51tm al3jl mn b3dh wantm 4almwn
99,2,Al-Baqara, ,286,131,27,93,وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واسمعوا قالوا سمعنا وعصينا وأشربوا في قلوبهم العجل بكفرهم قل بئسما يأمركم به إيمانكم إن كنتم مؤمنين,wa1 a51na my0a9km wrf3na fw9km al6wr 51wa ma atynakm b9wt wasm3wa 9alwa sm3na w3cyna wa2rbwa fy 9lwbhm al3jl bkfrhm 9l basma yamrkm bh aymankm an kntm mamnyn
100,2,Al-Baqara, ,286,67,17,94,قل إن كانت لكم الدار الآخرة عند الله خالصة من دون الناس فتمنوا الموت إن كنتم صادقين,9l an kant lkm aldar ala5rt 3nd allh 5alct mn dwn alnas ftmnwa almwt an kntm cad9yn
101,2,Al-Baqara, ,286,44,9,95,ولن يتمنوه أبدا بما قدمت أيديهم والله عليم بالظالمين,wln ytmnwh abda bma 9dmt aydyhm wallh 3lym bal4almyn
102,2,Al-Baqara, ,286,102,25,96,ولتجدنهم أحرص الناس على حياة ومن الذين أشركوا يود أحدهم لو يعمر ألف سنة وما هو بمزحزحه من العذاب أن يعمر والله بصير بما يعملون,wltjdnhm a7rc alnas 3lu 7yat wmn al1yn a2rkwa ywd a7dhm lw y3mr alf snt wma hw bmz7z7h mn al31ab an y3mr wallh bcyr bma y3mlwn
103,2,Al-Baqara, ,286,72,18,97,قل من كان عدوا لجبريل فإنه نزله على قلبك بإذن الله مصدقا لما بين يديه وهدى وبشرى للمؤمنين,9l mn kan 3dwa ljbryl fanh nzlh 3lu 9lbk ba1n allh mcd9a lma byn ydyh whdu wb2ru llmamnyn
104,2,Al-Baqara, ,286,55,12,98,من كان عدوا لله وملائكته ورسله وجبريل وميكال فإن الله عدو للكافرين,mn kan 3dwa llh wmlaakth wrslh wjbryl wmykal fan allh 3dw llkafryn
105,2,Al-Baqara, ,286,44,10,99,ولقد أنزلنا إليك آيات بينات وما يكفر بها إلا الفاسقون,wl9d anzlna alyk ayat bynat wma ykfr bha ala alfas9wn
106,2,Al-Baqara, ,286,44,10,100,أوكلما عاهدوا عهدا نبذه فريق منهم بل أكثرهم لا يؤمنون,awklma 3ahdwa 3hda nb1h fry9 mnhm bl ak0rhm la yamnwn
107,2,Al-Baqara, ,286,89,22,101,ولما جاءهم رسول من عند الله مصدق لما معهم نبذ فريق من الذين أوتوا الكتاب كتاب الله وراء ظهورهم كأنهم لا يعلمون,wlma jaahm rswl mn 3nd allh mcd9 lma m3hm nb1 fry9 mn al1yn awtwa alktab ktab allh wraa 4hwrhm kanhm la y3lmwn
108,2,Al-Baqara, ,286,308,74,102,واتبعوا ما تتلو الشياطين على ملك سليمان وما كفر سليمان ولكن الشياطين كفروا يعلمون الناس السحر وما أنزل على الملكين ببابل هاروت وماروت وما يعلمان من أحد حتى يقولا إنما نحن فتنة فلا تكفر فيتعلمون منهما ما يفرقون به بين المرء وزوجه وما هم بضارين به من أحد إلا بإذن الله ويتعلمون ما يضرهم ولا ينفعهم ولقد علموا لمن اشتراه ما له في الآخرة من خلاق ولبئس ما شروا به أنفسهم لو كانوا يعلمون,watb3wa ma ttlw al2ya6yn 3lu mlk slyman wma kfr slyman wlkn al2ya6yn kfrwa y3lmwn alnas als7r wma anzl 3lu almlkyn bbabl harwt wmarwt wma y3lman mn a7d 7tu y9wla anma n7n ftnt fla tkfr fyt3lmwn mnhma ma yfr9wn bh byn almra wzwjh wma hm b8aryn bh mn a7d ala ba1n allh wyt3lmwn ma y8rhm wla ynf3hm wl9d 3lmwa lmn a2trah ma lh fy ala5rt mn 5la9 wlbas ma 2rwa bh anfshm lw kanwa y3lmwn
109,2,Al-Baqara, ,286,49,12,103,ولو أنهم آمنوا واتقوا لمثوبة من عند الله خير لو كانوا يعلمون,wlw anhm amnwa wat9wa lm0wbt mn 3nd allh 5yr lw kanwa y3lmwn
110,2,Al-Baqara, ,286,65,13,104,يا أيها الذين آمنوا لا تقولوا راعنا وقولوا انظرنا واسمعوا وللكافرين عذاب أليم,ya ayha al1yn amnwa la t9wlwa ra3na w9wlwa an4rna wasm3wa wllkafryn 31ab alym
111,2,Al-Baqara, ,286,98,25,105,ما يود الذين كفروا من أهل الكتاب ولا المشركين أن ينزل عليكم من خير من ربكم والله يختص برحمته من يشاء والله ذو الفضل العظيم,ma ywd al1yn kfrwa mn ahl alktab wla alm2rkyn an ynzl 3lykm mn 5yr mn rbkm wallh y5tc br7mth mn y2aa wallh 1w alf8l al34ym
112,2,Al-Baqara, ,286,61,19,106,ما ننسخ من آية أو ننسها نأت بخير منها أو مثلها ألم تعلم أن الله على كل شيء قدير,ma nns5 mn ayt aw nnsha nat b5yr mnha aw m0lha alm t3lm an allh 3lu kl 2ya 9dyr
113,2,Al-Baqara, ,286,59,17,107,ألم تعلم أن الله له ملك السماوات والأرض وما لكم من دون الله من ولي ولا نصير,alm t3lm an allh lh mlk alsmawat walar8 wma lkm mn dwn allh mn wly wla ncyr
114,2,Al-Baqara, ,286,73,18,108,أم تريدون أن تسألوا رسولكم كما سئل موسى من قبل ومن يتبدل الكفر بالإيمان فقد ضل سواء السبيل,am trydwn an tsalwa rswlkm kma sal mwsu mn 9bl wmn ytbdl alkfr balayman f9d 8l swaa alsbyl
115,2,Al-Baqara, ,286,123,33,109,ود كثير من أهل الكتاب لو يردونكم من بعد إيمانكم كفارا حسدا من عند أنفسهم من بعد ما تبين لهم الحق فاعفوا واصفحوا حتى يأتي الله بأمره إن الله على كل شيء قدير,wd k0yr mn ahl alktab lw yrdwnkm mn b3d aymankm kfara 7sda mn 3nd anfshm mn b3d ma tbyn lhm al79 fa3fwa wacf7wa 7tu yaty allh bamrh an allh 3lu kl 2ya 9dyr
116,2,Al-Baqara, ,286,76,17,110,وأقيموا الصلاة وآتوا الزكاة وما تقدموا لأنفسكم من خير تجدوه عند الله إن الله بما تعملون بصير,wa9ymwa alclat watwa alzkat wma t9dmwa lanfskm mn 5yr tjdwh 3nd allh an allh bma t3mlwn bcyr
117,2,Al-Baqara, ,286,72,18,111,وقالوا لن يدخل الجنة إلا من كان هودا أو نصارى تلك أمانيهم قل هاتوا برهانكم إن كنتم صادقين,w9alwa ln yd5l aljnt ala mn kan hwda aw ncaru tlk amanyhm 9l hatwa brhankm an kntm cad9yn
118,2,Al-Baqara, ,286,58,17,112,بلى من أسلم وجهه لله وهو محسن فله أجره عند ربه ولا خوف عليهم ولا هم يحزنون,blu mn aslm wjhh llh whw m7sn flh ajrh 3nd rbh wla 5wf 3lyhm wla hm y7znwn
119,2,Al-Baqara, ,286,141,31,113,وقالت اليهود ليست النصارى على شيء وقالت النصارى ليست اليهود على شيء وهم يتلون الكتاب كذلك قال الذين لا يعلمون مثل قولهم فالله يحكم بينهم يوم القيامة فيما كانوا فيه يختلفون,w9alt alyhwd lyst alncaru 3lu 2ya w9alt alncaru lyst alyhwd 3lu 2ya whm ytlwn alktab k1lk 9al al1yn la y3lmwn m0l 9wlhm fallh y7km bynhm ywm al9yamt fyma kanwa fyh y5tlfwn
120,2,Al-Baqara, ,286,113,30,114,ومن أظلم ممن منع مساجد الله أن يذكر فيها اسمه وسعى في خرابها أولئك ما كان لهم أن يدخلوها إلا خائفين لهم في الدنيا خزي ولهم في الآخرة عذاب عظيم,wmn a4lm mmn mn3 msajd allh an y1kr fyha asmh ws3u fy 5rabha awlak ma kan lhm an yd5lwha ala 5aafyn lhm fy aldnya 5zy wlhm fy ala5rt 31ab 34ym
121,2,Al-Baqara, ,286,52,12,115,ولله المشرق والمغرب فأينما تولوا فثم وجه الله إن الله واسع عليم,wllh alm2r9 walmgrb faynma twlwa f0m wjh allh an allh was3 3lym
122,2,Al-Baqara, ,286,56,14,116,وقالوا اتخذ الله ولدا سبحانه بل له ما في السماوات والأرض كل له قانتون,w9alwa at51 allh wlda sb7anh bl lh ma fy alsmawat walar8 kl lh 9antwn
123,2,Al-Baqara, ,286,47,11,117,بديع السماوات والأرض وإذا قضى أمرا فإنما يقول له كن فيكون,bdy3 alsmawat walar8 wa1a 98u amra fanma y9wl lh kn fykwn
124,2,Al-Baqara, ,286,103,24,118,وقال الذين لا يعلمون لولا يكلمنا الله أو تأتينا آية كذلك قال الذين من قبلهم مثل قولهم تشابهت قلوبهم قد بينا الآيات لقوم يوقنون,w9al al1yn la y3lmwn lwla yklmna allh aw tatyna ayt k1lk 9al al1yn mn 9blhm m0l 9wlhm t2abht 9lwbhm 9d byna alayat l9wm yw9nwn
125,2,Al-Baqara, ,286,46,10,119,إنا أرسلناك بالحق بشيرا ونذيرا ولا تسأل عن أصحاب الجحيم,ana arslnak bal79 b2yra wn1yra wla tsal 3n ac7ab alj7ym
126,2,Al-Baqara, ,286,112,31,120,ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم قل إن هدى الله هو الهدى ولئن اتبعت أهواءهم بعد الذي جاءك من العلم ما لك من الله من ولي ولا نصير,wln tr8u 3nk alyhwd wla alncaru 7tu ttb3 mlthm 9l an hdu allh hw alhdu wlan atb3t ahwaahm b3d al1y jaak mn al3lm ma lk mn allh mn wly wla ncyr
127,2,Al-Baqara, ,286,70,15,121,الذين آتيناهم الكتاب يتلونه حق تلاوته أولئك يؤمنون به ومن يكفر به فأولئك هم الخاسرون,al1yn atynahm alktab ytlwnh 79 tlawth awlak yamnwn bh wmn ykfr bh fawlak hm al5asrwn
128,2,Al-Baqara, ,286,58,12,122,يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأني فضلتكم على العالمين,ya bny asraayl a1krwa n3mty alty an3mt 3lykm wany f8ltkm 3lu al3almyn
129,2,Al-Baqara, ,286,67,18,123,واتقوا يوما لا تجزي نفس عن نفس شيئا ولا يقبل منها عدل ولا تنفعها شفاعة ولا هم ينصرون,wat9wa ywma la tjzy nfs 3n nfs 2yaa wla y9bl mnha 3dl wla tnf3ha 2fa3t wla hm yncrwn
130,2,Al-Baqara, ,286,83,19,124,وإذ ابتلى إبراهيم ربه بكلمات فأتمهن قال إني جاعلك للناس إماما قال ومن ذريتي قال لا ينال عهدي الظالمين,wa1 abtlu abrahym rbh bklmat fatmhn 9al any ja3lk llnas amama 9al wmn 1ryty 9al la ynal 3hdy al4almyn
131,2,Al-Baqara, ,286,115,22,125,وإذ جعلنا البيت مثابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود,wa1 j3lna albyt m0abt llnas wamna wat51wa mn m9am abrahym mclu w3hdna alu abrahym wasma3yl an 6hra byty ll6aafyn wal3akfyn walrk3 alsjwd
132,2,Al-Baqara, ,286,122,30,126,وإذ قال إبراهيم رب اجعل هذا بلدا آمنا وارزق أهله من الثمرات من آمن منهم بالله واليوم الآخر قال ومن كفر فأمتعه قليلا ثم أضطره إلى عذاب النار وبئس المصير,wa1 9al abrahym rb aj3l h1a blda amna warz9 ahlh mn al0mrat mn amn mnhm ballh walywm ala5r 9al wmn kfr famt3h 9lyla 0m a86rh alu 31ab alnar wbas almcyr
133,2,Al-Baqara, ,286,65,14,127,وإذ يرفع إبراهيم القواعد من البيت وإسماعيل ربنا تقبل منا إنك أنت السميع العليم,wa1 yrf3 abrahym al9wa3d mn albyt wasma3yl rbna t9bl mna ank ant alsmy3 al3lym
134,2,Al-Baqara, ,286,76,17,128,ربنا واجعلنا مسلمين لك ومن ذريتنا أمة مسلمة لك وأرنا مناسكنا وتب علينا إنك أنت التواب الرحيم,rbna waj3lna mslmyn lk wmn 1rytna amt mslmt lk warna mnaskna wtb 3lyna ank ant altwab alr7ym
135,2,Al-Baqara, ,286,81,16,129,ربنا وابعث فيهم رسولا منهم يتلو عليهم آياتك ويعلمهم الكتاب والحكمة ويزكيهم إنك أنت العزيز الحكيم,rbna wab30 fyhm rswla mnhm ytlw 3lyhm ayatk wy3lmhm alktab wal7kmt wyzkyhm ank ant al3zyz al7kym
136,2,Al-Baqara, ,286,74,18,130,ومن يرغب عن ملة إبراهيم إلا من سفه نفسه ولقد اصطفيناه في الدنيا وإنه في الآخرة لمن الصالحين,wmn yrgb 3n mlt abrahym ala mn sfh nfsh wl9d ac6fynah fy aldnya wanh fy ala5rt lmn alcal7yn
137,2,Al-Baqara, ,286,33,9,131,إذ قال له ربه أسلم قال أسلمت لرب العالمين,a1 9al lh rbh aslm 9al aslmt lrb al3almyn
138,2,Al-Baqara, ,286,70,17,132,ووصى بها إبراهيم بنيه ويعقوب يا بني إن الله اصطفى لكم الدين فلا تموتن إلا وأنتم مسلمون,wwcu bha abrahym bnyh wy39wb ya bny an allh ac6fu lkm aldyn fla tmwtn ala wantm mslmwn
139,2,Al-Baqara, ,286,114,27,133,أم كنتم شهداء إذ حضر يعقوب الموت إذ قال لبنيه ما تعبدون من بعدي قالوا نعبد إلهك وإله آبائك إبراهيم وإسماعيل وإسحاق إلها واحدا ونحن له مسلمون,am kntm 2hdaa a1 78r y39wb almwt a1 9al lbnyh ma t3bdwn mn b3dy 9alwa n3bd alhk walh abaak abrahym wasma3yl was7a9 alha wa7da wn7n lh mslmwn
140,2,Al-Baqara, ,286,54,15,134,تلك أمة قد خلت لها ما كسبت ولكم ما كسبتم ولا تسألون عما كانوا يعملون,tlk amt 9d 5lt lha ma ksbt wlkm ma ksbtm wla tsalwn 3ma kanwa y3mlwn
141,2,Al-Baqara, ,286,63,15,135,وقالوا كونوا هودا أو نصارى تهتدوا قل بل ملة إبراهيم حنيفا وما كان من المشركين,w9alwa kwnwa hwda aw ncaru thtdwa 9l bl mlt abrahym 7nyfa wma kan mn alm2rkyn
142,2,Al-Baqara, ,286,135,31,136,قولوا آمنا بالله وما أنزل إلينا وما أنزل إلى إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى وما أوتي النبيون من ربهم لا نفرق بين أحد منهم ونحن له مسلمون,9wlwa amna ballh wma anzl alyna wma anzl alu abrahym wasma3yl was7a9 wy39wb walasba6 wma awty mwsu w3ysu wma awty alnbywn mn rbhm la nfr9 byn a7d mnhm wn7n lh mslmwn
143,2,Al-Baqara, ,286,79,19,137,فإن آمنوا بمثل ما آمنتم به فقد اهتدوا وإن تولوا فإنما هم في شقاق فسيكفيكهم الله وهو السميع العليم,fan amnwa bm0l ma amntm bh f9d ahtdwa wan twlwa fanma hm fy 29a9 fsykfykhm allh whw alsmy3 al3lym
144,2,Al-Baqara, ,286,37,10,138,صبغة الله ومن أحسن من الله صبغة ونحن له عابدون,cbgt allh wmn a7sn mn allh cbgt wn7n lh 3abdwn
145,2,Al-Baqara, ,286,63,14,139,قل أتحاجوننا في الله وهو ربنا وربكم ولنا أعمالنا ولكم أعمالكم ونحن له مخلصون,9l at7ajwnna fy allh whw rbna wrbkm wlna a3malna wlkm a3malkm wn7n lh m5lcwn
146,2,Al-Baqara, ,286,127,30,140,أم تقولون إن إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط كانوا هودا أو نصارى قل أأنتم أعلم أم الله ومن أظلم ممن كتم شهادة عنده من الله وما الله بغافل عما تعملون,am t9wlwn an abrahym wasma3yl was7a9 wy39wb walasba6 kanwa hwda aw ncaru 9l aantm a3lm am allh wmn a4lm mmn ktm 2hadt 3ndh mn allh wma allh bgafl 3ma t3mlwn
147,2,Al-Baqara, ,286,54,15,141,تلك أمة قد خلت لها ما كسبت ولكم ما كسبتم ولا تسألون عما كانوا يعملون,tlk amt 9d 5lt lha ma ksbt wlkm ma ksbtm wla tsalwn 3ma kanwa y3mlwn
148,2,Al-Baqara, ,286,89,21,142,سيقول السفهاء من الناس ما ولاهم عن قبلتهم التي كانوا عليها قل لله المشرق والمغرب يهدي من يشاء إلى صراط مستقيم,sy9wl alsfhaa mn alnas ma wlahm 3n 9blthm alty kanwa 3lyha 9l llh alm2r9 walmgrb yhdy mn y2aa alu cra6 mst9ym
149,2,Al-Baqara, ,286,196,45,143,وكذلك جعلناكم أمة وسطا لتكونوا شهداء على الناس ويكون الرسول عليكم شهيدا وما جعلنا القبلة التي كنت عليها إلا لنعلم من يتبع الرسول ممن ينقلب على عقبيه وإن كانت لكبيرة إلا على الذين هدى الله وما كان الله ليضيع إيمانكم إن الله بالناس لرءوف رحيم,wk1lk j3lnakm amt ws6a ltkwnwa 2hdaa 3lu alnas wykwn alrswl 3lykm 2hyda wma j3lna al9blt alty knt 3lyha ala ln3lm mn ytb3 alrswl mmn yn9lb 3lu 39byh wan kant lkbyrt ala 3lu al1yn hdu allh wma kan allh ly8y3 aymankm an allh balnas lrawf r7ym
150,2,Al-Baqara, ,286,146,34,144,قد نرى تقلب وجهك في السماء فلنولينك قبلة ترضاها فول وجهك شطر المسجد الحرام وحيث ما كنتم فولوا وجوهكم شطره وإن الذين أوتوا الكتاب ليعلمون أنه الحق من ربهم وما الله بغافل عما يعملون,9d nru t9lb wjhk fy alsmaa flnwlynk 9blt tr8aha fwl wjhk 26r almsjd al7ram w7y0 ma kntm fwlwa wjwhkm 26rh wan al1yn awtwa alktab ly3lmwn anh al79 mn rbhm wma allh bgafl 3ma y3mlwn
151,2,Al-Baqara, ,286,130,32,145,ولئن أتيت الذين أوتوا الكتاب بكل آية ما تبعوا قبلتك وما أنت بتابع قبلتهم وما بعضهم بتابع قبلة بعض ولئن اتبعت أهواءهم من بعد ما جاءك من العلم إنك إذا لمن الظالمين,wlan atyt al1yn awtwa alktab bkl ayt ma tb3wa 9bltk wma ant btab3 9blthm wma b38hm btab3 9blt b38 wlan atb3t ahwaahm mn b3d ma jaak mn al3lm ank a1a lmn al4almyn
152,2,Al-Baqara, ,286,73,14,146,الذين آتيناهم الكتاب يعرفونه كما يعرفون أبناءهم وإن فريقا منهم ليكتمون الحق وهم يعلمون,al1yn atynahm alktab y3rfwnh kma y3rfwn abnaahm wan fry9a mnhm lyktmwn al79 whm y3lmwn
153,2,Al-Baqara, ,286,27,7,147,الحق من ربك فلا تكونن من الممترين,al79 mn rbk fla tkwnn mn almmtryn
